lyrics,artiste
Then crouch within the door.,Dickinson
Red is the fire's common tint;,Dickinson
But when the vivid ore,Dickinson
Has sated flame's conditions,Dickinson
Its quivering substance plays,Dickinson
Without a color but the light,Dickinson
Of unanointed blaze.,Dickinson
Least village boasts its blacksmith,Dickinson
Whose anvil's even din,Dickinson
Stands symbol for the finer forge,Dickinson
That soundless tugs within,Dickinson
Refining these impatient ores,Dickinson
With hammer and with blaze,Dickinson
Until the designated light,Dickinson
Repudiate the forge.,Dickinson
VIII.,Dickinson
TRIUMPHANT.,Dickinson
Who never lost are unprepared,Dickinson
A coronet to find;,Dickinson
Who never thirsted flagons,Dickinson
And cooling tamarind.,Dickinson
Who never climbed the weary league ,Dickinson
Can such a foot explore,Dickinson
The purple territories,Dickinson
On Pizarro's shore?,Dickinson
How many legions overcome?,Dickinson
The emperor will say.,Dickinson
How many colors taken,Dickinson
On Revolution Day?,Dickinson
How many bullets bearest?,Dickinson
The royal scar hast thou?,Dickinson
Angels write Promoted,Dickinson
On this soldier's brow!,Dickinson
IX.,Dickinson
THE TEST.,Dickinson
I can wade grief,Dickinson
Whole pools of it ,Dickinson
I 'm used to that.,Dickinson
But the least push of joy,Dickinson
Breaks up my feet,Dickinson
And I tip  drunken.,Dickinson
Let no pebble smile,Dickinson
T was the new liquor ,Dickinson
That was all!,Dickinson
Power is only pain,Dickinson
Stranded through discipline,Dickinson
Till weights will hang.,Dickinson
Give balm to giants,Dickinson
And they 'll wilt like men.,Dickinson
Give Himmaleh ,Dickinson
They 'll carry him!,Dickinson
X.,Dickinson
ESCAPE.,Dickinson
I never hear the word escape,Dickinson
Without a quicker blood,Dickinson
A sudden expectation,Dickinson
A flying attitude.,Dickinson
I never hear of prisons broad,Dickinson
By soldiers battered down,Dickinson
But I tug childish at my bars ,Dickinson
Only to fail again!,Dickinson
XI.,Dickinson
COMPENSATION.,Dickinson
For each ecstatic instant,Dickinson
We must an anguish pay,Dickinson
In keen and quivering ratio,Dickinson
To the ecstasy.,Dickinson
For each beloved hour,Dickinson
Sharp pittances of years,Dickinson
Bitter contested farthings,Dickinson
And coffers heaped with tears.,Dickinson
XII.,Dickinson
THE MARTYRS.,Dickinson
Through the straight pass of suffering,Dickinson
The martyrs even trod,Dickinson
Their feet upon temptation,Dickinson
Their faces upon God.,Dickinson
A stately shriven company;,Dickinson
Convulsion playing round,Dickinson
Harmless as streaks of meteor,Dickinson
Upon a planet's bound.,Dickinson
Their faith the everlasting troth;,Dickinson
Their expectation fair;,Dickinson
The needle to the north degree,Dickinson
Wades so through polar air.,Dickinson
XIII.,Dickinson
A PRAYER.,Dickinson
I meant to have but modest needs,Dickinson
Such as content and heaven;,Dickinson
Within my income these could lie,Dickinson
And life and I keep even.,Dickinson
But since the last included both,Dickinson
It would suffice my prayer,Dickinson
But just for one to stipulate,Dickinson
And grace would grant the pair.,Dickinson
And so upon this wise I prayed ,Dickinson
Great Spirit give to me,Dickinson
A heaven not so large as yours,Dickinson
But large enough for me.,Dickinson
A smile suffused Jehovah's face;,Dickinson
The cherubim withdrew;,Dickinson
Grave saints stole out to look at me,Dickinson
And showed their dimples too.,Dickinson
I left the place with all my might ,Dickinson
My prayer away I threw;,Dickinson
The quiet ages picked it up,Dickinson
And Judgment twinkled too,Dickinson
That one so honest be extant,Dickinson
As take the tale for true,Dickinson
But I grown shrewder scan the skies,Dickinson
With a suspicious air ,Dickinson
As children swindled for the first,Dickinson
All swindlers be infer.,Dickinson
XIV.,Dickinson
The thought beneath so slight a film,Dickinson
Is more distinctly seen ,Dickinson
As laces just reveal the surge,Dickinson
Or mists the Apennine.,Dickinson
XV.,Dickinson
The soul unto itself,Dickinson
Is an imperial friend ,Dickinson
Or the most agonizing spy,Dickinson
An enemy could send.,Dickinson
Secure against its own,Dickinson
No treason it can fear;,Dickinson
Itself its sovereign of itself,Dickinson
The soul should stand in awe.,Dickinson
XVI.,Dickinson
Surgeons must be very careful,Dickinson
When they take the knife!,Dickinson
Underneath their fine incisions,Dickinson
Stirs the culprit  Life!,Dickinson
XVII.,Dickinson
THE RAILWAY TRAIN.,Dickinson
I like to see it lap the miles,Dickinson
And lick the valleys up,Dickinson
And stop to feed itself at tanks;,Dickinson
And then prodigious step,Dickinson
Around a pile of mountains,Dickinson
And supercilious peer,Dickinson
In shanties by the sides of roads;,Dickinson
And then a quarry pare,Dickinson
To fit its sides and crawl between,Dickinson
Complaining all the while,Dickinson
In horrid hooting stanza;,Dickinson
Then chase itself down hill,Dickinson
And neigh like Boanerges;,Dickinson
Then punctual as a star,Dickinson
Stop  docile and omnipotent ,Dickinson
At its own stable door.,Dickinson
XVIII.,Dickinson
THE SHOW.,Dickinson
The show is not the show,Dickinson
But they that go.,Dickinson
Menagerie to me,Dickinson
My neighbor be.,Dickinson
Fair play ,Dickinson
Both went to see.,Dickinson
XIX.,Dickinson
Delight becomes pictorial,Dickinson
When viewed through pain ,Dickinson
More fair because impossible,Dickinson
That any gain.,Dickinson
The mountain at a given distance,Dickinson
In amber lies;,Dickinson
Approached the amber flits a little ,Dickinson
And that 's the skies!,Dickinson
XX.,Dickinson
That I have had before,Dickinson
But did not finish  some way back,Dickinson
I could not fix the year,Dickinson
Nor where it went nor why it came,Dickinson
The second time to me,Dickinson
Nor definitely what it was,Dickinson
Have I the art to say.,Dickinson
But somewhere in my soul I know,Dickinson
I 've met the thing before;,Dickinson
It just reminded me  't was all ,Dickinson
And came my way no more.,Dickinson
XXI.,Dickinson
Is Heaven a physician?,Dickinson
They say that He can heal;,Dickinson
But medicine posthumous,Dickinson
Is unavailable.,Dickinson
Is Heaven an exchequer?,Dickinson
They speak of what we owe;,Dickinson
But that negotiation,Dickinson
I 'm not a party to.,Dickinson
XXII.,Dickinson
THE RETURN.,Dickinson
Though I get home how late how late!,Dickinson
So I get home 't will compensate.,Dickinson
Better will be the ecstasy,Dickinson
That they have done expecting me,Dickinson
When night descending dumb and dark,Dickinson
They hear my unexpected knock.,Dickinson
Transporting must the moment be,Dickinson
Brewed from decades of agony!,Dickinson
To think just how the fire will burn,Dickinson
To wonder what myself will say,Dickinson
And what itself will say to me,Dickinson
Beguiles the centuries of way!,Dickinson
XXIII.,Dickinson
A poor torn heart a tattered heart,Dickinson
That sat it down to rest,Dickinson
Nor noticed that the ebbing day,Dickinson
Flowed silver to the west,Dickinson
Nor noticed night did soft descend,Dickinson
Nor constellation burn,Dickinson
Intent upon the vision,Dickinson
Of latitudes unknown.,Dickinson
The angels happening that way,Dickinson
This dusty heart espied;,Dickinson
Tenderly took it up from toil,Dickinson
And carried it to God.,Dickinson
There  sandals for the barefoot;,Dickinson
There  gathered from the gales,Dickinson
Do the blue havens by the hand,Dickinson
Lead the wandering sails.,Dickinson
XXIV.,Dickinson
TOO MUCH.,Dickinson
I should have been too glad I see,Dickinson
Too lifted for the scant degree,Dickinson
Of life's penurious round;,Dickinson
My little circuit would have shamed,Dickinson
This new circumference have blamed,Dickinson
The homelier time behind.,Dickinson
I should have been too saved I see,Dickinson
Too rescued; fear too dim to me,Dickinson
That I could spell the prayer,Dickinson
I knew so perfect yesterday ,Dickinson
That scalding one Sabachthani,Dickinson
Recited fluent here.,Dickinson
Earth would have been too much I see,Dickinson
And heaven not enough for me;,Dickinson
I should have had the joy,Dickinson
Without the fear to justify ,Dickinson
The palm without the Calvary;,Dickinson
So Saviour crucify.,Dickinson
Defeat whets victory they say;,Dickinson
The reefs in old Gethsemane,Dickinson
Endear the shore beyond.,Dickinson
'T is beggars banquets best define;,Dickinson
T is thirsting vitalizes wine ,Dickinson
Faith faints to understand.,Dickinson
XXV.,Dickinson
SHIPWRECK.,Dickinson
It tossed and tossed ,Dickinson
A little brig I knew ,Dickinson
O'ertook by blast,Dickinson
It spun and spun,Dickinson
And groped delirious for morn.,Dickinson
It slipped and slipped,Dickinson
As one that drunken stepped;,Dickinson
Its white foot tripped,Dickinson
Then dropped from sight.,Dickinson
To crew and you;,Dickinson
The ocean's heart too smooth too blue,Dickinson
To break for you.,Dickinson
XXVI.,Dickinson
Victory comes late,Dickinson
And is held low to freezing lips,Dickinson
Too rapt with frost,Dickinson
To take it.,Dickinson
How sweet it would have tasted,Dickinson
Just a drop!,Dickinson
Was God so economical?,Dickinson
His table 's spread too high for us,Dickinson
Crumbs fit such little mouths,Dickinson
Cherries suit robins;,Dickinson
The eagle's golden breakfast,Dickinson
Strangles them.,Dickinson
God keeps his oath to sparrows,Dickinson
Who of little love,Dickinson
Know how to starve!,Dickinson
XXVII.,Dickinson
ENOUGH.,Dickinson
God gave a loaf to every bird,Dickinson
But just a crumb to me;,Dickinson
I dare not eat it though I starve ,Dickinson
My poignant luxury,Dickinson
To own it touch it prove the feat,Dickinson
That made the pellet mine ,Dickinson
Too happy in my sparrow chance,Dickinson
For ampler coveting.,Dickinson
It might be famine all around,Dickinson
I could not miss an ear,Dickinson
Such plenty smiles upon my board,Dickinson
My garner shows so fair.,Dickinson
I wonder how the rich may feel ,Dickinson
An Indiaman  an Earl?,Dickinson
I deem that I with but a crumb,Dickinson
Am sovereign of them all.,Dickinson
XXVIII.,Dickinson
Experiment to me,Dickinson
Is every one I meet.,Dickinson
If it contain a kernel?,Dickinson
The figure of a nut,Dickinson
Presents upon a tree,Dickinson
Equally plausibly;,Dickinson
But meat within is requisite,Dickinson
To squirrels and to me.,Dickinson
XXIX.,Dickinson
MY COUNTRY'S WARDROBE.,Dickinson
My country need not change her gown,Dickinson
Her triple suit as sweet,Dickinson
As when 't was cut at Lexington,Dickinson
And first pronounced a fit.,Dickinson
Great Britain disapproves the stars;,Dickinson
Disparagement discreet ,Dickinson
There 's something in their attitude,Dickinson
That taunts her bayonet.,Dickinson
XXX.,Dickinson
Faith is a fine invention,Dickinson
For gentlemen who see;,Dickinson
But microscopes are prudent,Dickinson
In an emergency!,Dickinson
XXXI.,Dickinson
Except the heaven had come so near,Dickinson
So seemed to choose my door,Dickinson
The distance would not haunt me so;,Dickinson
I had not hoped before.,Dickinson
But just to hear the grace depart,Dickinson
I never thought to see,Dickinson
Afflicts me with a double loss;,Dickinson
T is lost and lost to me.,Dickinson
XXXII.,Dickinson
Portraits are to daily faces,Dickinson
As an evening west,Dickinson
To a fine pedantic sunshine,Dickinson
In a satin vest.,Dickinson
XXXIII.,Dickinson
THE DUEL.,Dickinson
I took my power in my hand.,Dickinson
And went against the world;,Dickinson
T was not so much as David had,Dickinson
But I was twice as bold.,Dickinson
I aimed my pebble but myself,Dickinson
Was all the one that fell.,Dickinson
Was it Goliath was too large,Dickinson
Or only I too small?,Dickinson
XXXIV.,Dickinson
A shady friend for torrid days,Dickinson
Is easier to find,Dickinson
Than one of higher temperature,Dickinson
For frigid hour of mind.,Dickinson
The vane a little to the east,Dickinson
Scares muslin souls away;,Dickinson
If broadcloth breasts are firmer,Dickinson
Than those of organdy,Dickinson
Who is to blame? The weaver?,Dickinson
Ah! the bewildering thread!,Dickinson
The tapestries of paradise,Dickinson
So notelessly are made!,Dickinson
XXXV.,Dickinson
THE GOAL.,Dickinson
Each life converges to some centre,Dickinson
Expressed or still;,Dickinson
Exists in every human nature,Dickinson
A goal,Dickinson
Admitted scarcely to itself it may be,Dickinson
Too fair,Dickinson
For credibility's temerity,Dickinson
To dare.,Dickinson
Adored with caution as a brittle heaven,Dickinson
To reach,Dickinson
Were hopeless as the rainbow's raiment,Dickinson
To touch,Dickinson
Yet persevered toward surer for the distance;,Dickinson
How high,Dickinson
Unto the saints' slow diligence,Dickinson
The sky!,Dickinson
Ungained it may be by a life's low venture,Dickinson
But then,Dickinson
Eternity enables the endeavoring,Dickinson
Again.,Dickinson
XXXVI.,Dickinson
SIGHT.,Dickinson
Before I got my eye put out,Dickinson
I liked as well to see,Dickinson
As other creatures that have eyes,Dickinson
And know no other way.,Dickinson
That I might have the sky,Dickinson
For mine I tell you that my heart,Dickinson
Would split for size of me.,Dickinson
The meadows mine the mountains mine ,Dickinson
All forests stintless stars,Dickinson
As much of noon as I could take,Dickinson
Between my finite eyes.,Dickinson
The motions of the dipping birds,Dickinson
The lightning's jointed road,Dickinson
For mine to look at when I liked ,Dickinson
The news would strike me dead!,Dickinson
So safer guess with just my soul,Dickinson
Where other creatures put their eyes,Dickinson
